ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-514675,Source2,2,2022-09-06 17:52:06,2022-09-06 18:37:14,37.399719,-121.87461100000002,,,0.6700000166893005,Crash on exit ramp from I-680 Northbound at Exit 5B to N Capitol Ave Westbound.,Peachwood Dr,San Jose,Santa Clara,CA,95132-2107,US,US/Pacific,KSJC,2022-09-06 17:53:00,100.0,100.0,18.0,29.7,10.0,NNW,10.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514679,Source2,3,2022-09-06 04:05:15,2022-09-06 07:08:00,40.068913,-75.343735,,,0.0,Lane blocked due to crash on I-76 Eastbound at Exit 330 Gulph Rd.,S Gulph Rd,Upper Merion,Montgomery,PA,19087,US,US/Eastern,KLOM,2022-09-06 04:15:00,72.0,72.0,98.0,29.66,7.0,CALM,0.0,0.01,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514680,Source2,2,2022-09-06 06:07:33,2022-09-06 06:37:16,40.988144,-73.839569,,,0.0,One lane blocked due to crash on Sprain Brook Pkwy Southbound at Jackson Ave.,Jackson Ave,Scarsdale,Westchester,NY,10583,US,US/Eastern,KHPN,2022-09-06 05:56:00,72.0,72.0,93.0,29.53,5.0,SSE,6.0,0.02,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-514681,Source2,2,2022-09-06 19:21:02,2022-09-06 19:50:47,34.163284000000004,-118.472389,,,0.0,Lane blocked due to crash on US-101 Eastbound before I-405.,US-101,Encino,Los Angeles,CA,91436,US,US/Pacific,KVNY,2022-09-06 19:51:00,89.0,89.0,45.0,29.0,10.0,ENE,7.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-514682,Source2,3,2022-09-06 19:49:03,2022-09-06 20:41:47,41.4216,-81.685188,,,1.0700000524520874,Entry ramp to OH-176 Northbound from I-480 Exits 17 Eastbound lane blocked due to crash.,I-480 W,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2022-09-06 19:53:00,70.0,70.0,73.0,29.44,10.0,ENE,7.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514683,Source2,2,2022-09-06 16:55:36,2022-09-06 17:40:11,34.034027,-118.221115,,,0.0,#1 lane blocked due to crash on US-101 Northbound at 7th St.,Santa Ana Fwy N,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2022-09-06 16:47:00,88.0,88.0,48.0,29.61,10.0,VAR,5.0,0.0,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514684,Source2,3,2022-09-06 17:27:04,2022-09-06 18:12:03,34.140827,-118.278206,,,0.0,#1 lane blocked due to crash on I-5 Southbound before Exit 142 Elk Ave.,,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,2022-09-06 17:47:00,84.0,84.0,58.0,29.62,10.0,WSW,3.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514685,Source3,1,2022-09-06 16:29:01,2022-09-06 16:58:45,37.959717,-122.05162,,,0.0,Crash on CA-242 Northbound near I-680.,CA-242 N,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2022-09-06 16:53:00,106.0,106.0,11.0,29.68,10.0,WSW,16.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514686,Source2,1,2022-09-06 17:21:04,2022-09-06 18:12:12,38.02676,-121.941933,,,0.0,Crash on Willow Pass Rd at Bailey Rd.,Willow Pass Rd,Bay Point,Contra Costa,CA,94565-6603,US,US/Pacific,KCCR,2022-09-06 16:53:00,106.0,106.0,11.0,29.68,10.0,WSW,16.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-514687,Source2,2,2022-09-06 19:42:00,2022-09-06 20:11:31,33.869942,-87.438316,,,0.0,Crash on I-22 Eastbound at Exit 52 AL-118.,Highway 78,Carbon Hill,Walker,AL,35549,US,US/Central,KJFX,2022-09-06 19:35:00,72.0,72.0,94.0,29.54,1.0,ESE,5.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-514688,Source2,1,2022-09-06 17:45:18,2022-09-06 18:12:56,35.787899,-119.250359,,,0.0,Crash on CA-99 Northbound at CR-J44 County Line Rd.,CA-99 S,Delano,Kern,CA,93215,US,US/Pacific,KPTV,2022-09-06 17:56:00,111.0,111.0,17.0,29.28,10.0,NNW,9.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514689,Source2,2,2022-09-06 18:02:01,2022-09-06 18:50:34,38.485207,-121.512444,,,0.0,Crash on I-5 Southbound at Pocket Rd.,,Sacramento,Sacramento,CA,95831,US,US/Pacific,KSAC,2022-09-06 17:53:00,112.0,112.0,13.0,29.68,10.0,SW,6.0,0.0,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514690,Source2,3,2022-09-06 18:51:25,2022-09-06 19:35:42,42.237236,-85.67836,,,0.0,Right lane blocked due to crash on I-94 Westbound at Exit 72 9th St.,I-94 E,Kalamazoo,Kalamazoo,MI,49009,US,US/Eastern,KAZO,2022-09-06 18:53:00,75.0,75.0,66.0,29.17,10.0,CALM,0.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514691,Source2,1,2022-09-06 05:31:28,2022-09-06 06:01:18,34.052971,-79.66925,,,0.0,Crash on SC-51 Pamplico Hwy at / Law Rd.,Pamplico Hwy,Effingham,Florence,SC,29541-7707,US,US/Eastern,KFLO,2022-09-06 05:37:00,76.0,76.0,97.0,29.84,8.0,SSW,6.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-514692,Source2,2,2022-09-06 04:32:21,2022-09-06 06:20:34,30.251268,-92.036369,,,0.0,Crash on I-10 Westbound near Exit 101 LA-182.,N University Ave,Lafayette,Lafayette,LA,70506,US,US/Central,KLFT,2022-09-06 04:53:00,77.0,77.0,90.0,29.97,10.0,W,3.0,0.01,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514693,Source2,3,2022-09-06 21:04:53,2022-09-06 21:34:36,41.571098,-72.724205,,,0.0,Right lane blocked due to crash on I-91 Southbound at Exit 20 Country Club Rd.,I-91 S,Middletown,Middlesex,CT,06457,US,US/Eastern,KMMK,2022-09-06 21:00:00,64.0,64.0,88.0,29.97,10.0,VAR,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514694,Source2,3,2022-09-06 19:34:44,2022-09-06 20:19:20,32.78688,-96.812576,,,0.0,One lane blocked due to crash on I-35E Southbound at Continental Ave.,N Stemmons Fwy,Dallas,Dallas,TX,75207,US,US/Central,KDAL,2022-09-06 19:53:00,88.0,88.0,49.0,29.46,10.0,S,7.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514695,Source2,3,2022-09-06 21:05:52,2022-09-06 21:35:16,41.284035,-72.93499,,,0.0,Right lane blocked due to crash on I-95 Governor John Davis Lodge Tpke Northbound at Exit 44 CT-10.,Governor John Davis Lodge Tpke S,New Haven,New Haven,CT,06519,US,US/Eastern,KHVN,2022-09-06 20:53:00,67.0,67.0,93.0,30.05,9.0,NE,6.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514696,Source2,3,2022-09-06 18:35:56,2022-09-06 19:20:35,31.775557,-106.439758,,,0.0,One lane blocked due to crash on I-10 Westbound at US-54 .,Durazno St,El Paso,El Paso,TX,79905-1405,US,US/Mountain,KELP,2022-09-06 18:51:00,87.0,87.0,18.0,26.08,10.0,E,10.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514697,Source2,1,2022-09-06 04:02:48,2022-09-06 05:34:05,33.377731,-80.976624,,,0.0,Crash on Oakland Rd at Ryn St.,Oakland Rd,Cope,Orangeburg,SC,29038-9337,US,US/Eastern,KOGB,2022-09-06 04:11:00,75.0,75.0,100.0,29.79,6.0,SSW,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514698,Source2,3,2022-09-06 02:05:58,2022-09-06 02:35:30,37.444016,-122.255875,,,0.0,Middle lane blocked due to crash on I-280 Northbound before Exit 27 Farm Hill Blvd.,I-280,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,2022-09-06 02:15:00,75.0,75.0,61.0,29.74,10.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514699,Source2,2,2022-09-06 19:38:19,2022-09-06 20:22:42,29.710590000000003,-95.220383,,,0.0,Two lanes blocked due to crash on TX-225 Westbound after Richey St.,W Pasadena Fwy,Pasadena,Harris,TX,77506-1052,US,US/Central,KHOU,2022-09-06 19:53:00,83.0,83.0,67.0,29.97,10.0,S,10.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-514700,Source2,2,2022-09-06 18:16:05,2022-09-06 18:45:41,34.279090999999994,-118.470284,,,0.4900000095367432,Entry ramp to I-405 Southbound from Rinaldi St Eastbound lane blocked due to crash.,Rinaldi St,Mission Hills,Los Angeles,CA,91345-1100,US,US/Pacific,KWHP,2022-09-06 17:55:00,99.0,99.0,24.0,28.8,10.0,ESE,8.0,,Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-514701,Source2,3,2022-09-06 17:45:55,2022-09-06 18:30:25,38.687534,-90.248917,,,0.0,Left lane closed due to crash on I-70 Eastbound at O fallon park.,I-70 E,Saint Louis,St. Louis City,MO,63115,US,US/Central,KSTL,2022-09-06 17:51:00,81.0,81.0,60.0,29.42,10.0,NW,7.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514702,Source2,1,2022-09-06 04:49:42,2022-09-06 05:35:31,28.552019,-81.4842,,,0.0,Crash on FL-50 Colonial Dr at Dorscher Rd.,Dorscher Rd,Orlando,Orange,FL,32818,US,US/Eastern,KORL,2022-09-06 04:53:00,79.0,79.0,90.0,29.88,10.0,ESE,3.0,0.0,Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-514704,Source2,1,2022-09-06 04:56:45,2022-09-06 05:55:08,27.985090000000003,-82.270912,,,0.0,Crash on FL-574 Dr Martin Luther King Jr Blvd at Commee Cv.,Commee Cv,Seffner,Hillsborough,FL,33584-7113,US,US/Eastern,KVDF,2022-09-06 04:55:00,,,,29.99,7.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514705,Source2,1,2022-09-06 04:48:07,2022-09-06 06:16:02,27.98605,-82.265221,,,0.0,Lane blocked due to crash on FL-574 Dr Martin Luther King Jr Blvd at Chastain Rd.,E Dr Martin Luther King Jr Blvd,Seffner,Hillsborough,FL,33584,US,US/Eastern,KVDF,2022-09-06 04:55:00,,,,29.99,7.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514706,Source2,1,2022-09-06 05:02:00,2022-09-06 05:46:38,28.53067,-81.331131,,,0.0,Crash on FL-15 Conway Rd at Foreland Pl.,Foreland Pl,Orlando,Orange,FL,32812-1938,US,US/Eastern,KORL,2022-09-06 04:53:00,79.0,79.0,90.0,29.88,10.0,ESE,3.0,0.0,Mostly Cloud,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514707,Source2,3,2022-09-06 00:18:31,2022-09-06 00:48:00,36.861721,-121.581551,,,0.0,#1-2 lane blocked due to crash on US-101 El Camino Real Southbound before Exit 345 CA-156.,El Camino Real S,San Juan Bautista,San Benito,CA,95045,US,US/Pacific,KCVH,2022-09-06 00:15:00,75.0,75.0,44.0,29.53,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514708,Source2,2,2022-09-06 19:12:38,2022-09-06 19:57:16,29.722019,-95.557442,,,0.0,Right and center lane blocked due to crash on TX-8-BELTWAY Sam Houston Pkwy Southbound at Westpark Dr.,Westpark Dr,Houston,Harris,TX,77042,US,US/Central,KMCJ,2022-09-06 18:53:00,86.0,86.0,57.0,29.96,10.0,S,12.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514709,Source2,3,2022-09-06 18:29:51,2022-09-06 19:14:24,30.12818900000001,-95.443642,,,0.0,Right and center lane blocked due to crash on I-45 I-45 Southbound at Sawdust Rd.,I-45,Spring,Montgomery,TX,77380,US,US/Central,KDWH,2022-09-06 18:53:00,86.0,86.0,61.0,29.83,10.0,SSE,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514710,Source2,1,2022-09-06 04:01:49,2022-09-06 04:31:44,35.014481,-82.22116899999997,,,0.0,Crash on Jordan Rd at Johnnys Lake Rd.,Johnny Lake Rd,Greer,Greenville,SC,29651,US,US/Eastern,KGSP,2022-09-06 04:06:00,71.0,71.0,93.0,28.97,10.0,WSW,6.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514711,Source2,1,2022-09-06 04:01:18,2022-09-06 04:31:09,35.014961,-82.219521,,,0.0,Crash on Lamplighter Dr at Aimee Len Dr.,Lamplighter Dr,Greer,Spartanburg,SC,29651-5990,US,US/Eastern,KGSP,2022-09-06 04:06:00,71.0,71.0,93.0,28.97,10.0,WSW,6.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-514712,Source2,3,2022-09-06 18:11:24,2022-09-06 19:11:43,29.383291,-98.468231,,,0.0,One lane blocked due to crash on I-37 Northbound at Exit 138C Fair Ave.,I-37 N,San Antonio,Bexar,TX,78223,US,US/Central,KSSF,2022-09-06 17:53:00,92.0,92.0,44.0,29.35,10.0,S,7.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514713,Source2,1,2022-09-06 19:43:56,2022-09-06 20:28:33,42.400173,-83.21820799999998,,,0.0,Right hand shoulder blocked due to crash on M-39 Northbound at Exit 12 Southfield Rd.,M-39 N,Detroit,Wayne,MI,48223,US,US/Eastern,KVLL,2022-09-06 19:35:00,75.0,75.0,47.0,29.33,10.0,NE,7.0,0.0,Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-514715,Source2,3,2022-09-06 15:45:06,2022-09-06 16:29:44,31.745317,-106.333694,,,0.0,One lane blocked due to crash on I-10 Eastbound at Lomaland Dr.,I-10,El Paso,El Paso,TX,79907,US,US/Mountain,KELP,2022-09-06 15:51:00,91.0,91.0,18.0,26.07,10.0,ESE,12.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514716,Source2,2,2022-09-06 18:17:56,2022-09-06 19:14:00,34.869919,-86.571304,,,0.0,Lane blocked due to crash on US-231 both ways near Patterson Ln.,Crossing Blvd,Meridianville,Madison,AL,35759,US,US/Central,KMDQ,2022-09-06 18:15:00,71.0,71.0,92.0,29.22,10.0,E,7.0,0.01,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514719,Source2,3,2022-09-06 19:24:42,2022-09-06 19:54:16,34.858849,-82.26042199999998,,,0.0,Lane blocked due to crash on I-85 Southbound at Exit 54 Pelham Rd.,I-85 S,Greenville,Greenville,SC,29615,US,US/Eastern,KGMU,2022-09-06 19:53:00,82.0,82.0,65.0,28.89,10.0,NNW,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514720,Source2,2,2022-09-06 19:26:01,2022-09-06 19:55:46,34.866749,-82.406609,,,0.0,Lane blocked due to crash on Stratham St at Crest Ln.,Crest Ln,Greenville,Greenville,SC,29609,US,US/Eastern,KGMU,2022-09-06 19:53:00,82.0,82.0,65.0,28.89,10.0,NNW,3.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514721,Source2,2,2022-09-06 16:14:11,2022-09-06 16:59:03,38.004513,-122.03878799999998,,,0.0,#4 lane blocked due to crash on CA-4 Eastbound before Port Chicago Hwy.,15B,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2022-09-06 16:05:00,109.0,109.0,12.0,29.67,10.0,WSW,15.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514722,Source2,3,2022-09-06 15:57:40,2022-09-06 16:27:07,47.42075,-122.286469,,,0.0,HOV lane blocked due to crash on I-5 Southbound at Exit 151 Military Rd.,I-5 N,Seattle,King,WA,98198,US,US/Pacific,KSEA,2022-09-06 15:53:00,77.0,77.0,39.0,29.53,10.0,WNW,9.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514724,Source2,3,2022-09-06 18:30:25,2022-09-06 18:59:28,38.912655,-94.771362,,,0.0,Right lane closed due to crash on I-35 Southbound at Exit 220 119th St.,W 119th St,Olathe,Johnson,KS,66061,US,US/Central,KIXD,2022-09-06 18:53:00,81.0,81.0,56.0,28.93,10.0,SE,6.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514725,Source2,3,2022-09-06 20:21:28,2022-09-06 20:50:59,30.270218,-81.61281600000002,,,0.0,Left lane blocked due to crash on I-95 Northbound at Exits 346A 346B FL-109.,I-95 N,Jacksonville,Duval,FL,32207,US,US/Eastern,KNIP,2022-09-06 19:53:00,87.0,87.0,72.0,29.96,10.0,ESE,9.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-514726,Source2,1,2022-09-06 16:13:12,2022-09-06 16:58:02,38.631031,-90.2658,,,0.0,Right hand shoulder closed due to crash on I-64 Westbound at Exit 36A Kingshighway Blvd.,S Kingshighway Blvd,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,2022-09-06 15:53:00,80.0,80.0,64.0,29.61,10.0,N,6.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-514727,Source2,3,2022-09-06 15:37:15,2022-09-06 16:36:26,48.051899,-122.184456,,,0.0,Left lane blocked due to crash on I-5 Southbound at Exit 199 WA-528 4th St.,I-5 N,Marysville,Snohomish,WA,98270,US,US/Pacific,KAWO,2022-09-06 15:56:00,78.0,78.0,40.0,29.84,10.0,NW,12.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514728,Source2,3,2022-09-06 18:15:49,2022-09-06 19:02:07,38.84623,-77.433128,,,0.0,Lane blocked due to crash on I-66 Westbound at VA-28 Sully Rd.,I-66 Express Lanes,Centreville,Fairfax,VA,20120,US,US/Eastern,KIAD,2022-09-06 17:52:00,84.0,84.0,53.0,29.58,10.0,N,8.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514729,Source3,2,2022-09-06 17:36:21,2022-09-06 18:20:10,38.564194,-78.742805,,,0.0,Lane blocked due to crash on US-11 Lee Jackson Memorial Hwy both ways at VA-608 Mauzy Athlone Rd.,N Valley Pike,Broadway,Rockingham,VA,22815,US,US/Eastern,KLUA,2022-09-06 17:35:00,82.0,82.0,58.0,28.98,10.0,CALM,0.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514730,Source2,1,2022-09-06 19:11:54,2022-09-06 19:41:21,33.167976,-87.525398,,,0.0,Crash on US-82 Mcfarland Blvd Westbound at US-11 Skyland Blvd.,Skyland Blvd E,Tuscaloosa,Tuscaloosa,AL,35405,US,US/Central,KTCL,2022-09-06 19:25:00,78.0,78.0,87.0,29.84,10.0,SW,3.0,0.0,Snow,False,False,False,True,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-514731,Source2,2,2022-09-06 17:32:54,2022-09-06 18:00:44,38.637566,-121.407745,,,0.0,Crash on I-80 Westbound at Winters St.,I-80,Sacramento,Sacramento,CA,95838,US,US/Pacific,KMCC,2022-09-06 17:30:00,113.0,113.0,11.0,29.58,10.0,VAR,6.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514732,Source2,2,2022-09-06 18:51:23,2022-09-06 19:50:52,31.228279,-85.421219,,,0.0,Lane blocked due to crash on US-84-BR Main St both ways at Westchester Dr.,W Main St,Dothan,Houston,AL,36301-1281,US,US/Central,KDHN,2022-09-06 18:53:00,85.0,85.0,63.0,29.62,10.0,WNW,6.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514733,Source3,1,2022-09-06 16:06:53,2022-09-06 16:36:00,34.31535,-118.901932,,,0.0,Crash on CA-23 Northbound at Broadway Rd.,Broadway Rd,Moorpark,Ventura,CA,93021,US,US/Pacific,KCMA,2022-09-06 15:55:00,88.0,88.0,53.0,29.72,9.0,SSW,10.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514734,Source3,2,2022-09-06 18:03:46,2022-09-06 18:48:34,34.593159,-82.547234,,,0.0,Lane blocked due to crash on Pine Trl at Mitchell Rd.,Pine Trl,Williamston,Anderson,SC,29697-9628,US,US/Eastern,KGYH,2022-09-06 17:47:00,84.0,84.0,62.0,28.98,10.0,W,7.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514735,Source2,3,2022-09-06 16:24:27,2022-09-06 16:53:45,33.461475,-112.076881,,,0.0,Right lane blocked due to crash on I-10 Eastbound at Exits 144 144A 7th Ave.,I-10,Phoenix,Maricopa,AZ,85003,US,US/Mountain,KPHX,2022-09-06 16:17:00,108.0,108.0,12.0,28.64,10.0,E,8.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514736,Source2,2,2022-09-06 16:21:51,2022-09-06 17:21:04,33.668964,-112.086006,,,0.0,Center lane blocked due to crash on AZ-101-LOOP Westbound at Exit 25 Beardsley Rd.,AZ-101-LOOP,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,2022-09-06 15:53:00,107.0,107.0,13.0,28.25,10.0,SSE,13.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514737,Source2,2,2022-09-06 13:48:03,2022-09-06 14:16:12,35.71490900000001,-78.839874,,,0.0,Left lane closed due to crash on US-1 Southbound after Exit 95 NC-55.,Claude E Pope Memorial Hwy S,Apex,Wake,NC,27539,US,US/Eastern,KRDU,2022-09-06 13:51:00,76.0,76.0,94.0,29.56,5.0,W,6.0,0.11,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514738,Source2,1,2022-09-06 17:49:57,2022-09-06 18:19:29,42.59399000000001,-71.191429,,,0.0,Crash on South St both ways at Bridge St.,South St,Tewksbury,Middlesex,MA,01876-2319,US,US/Eastern,KLWM,2022-09-06 17:54:00,61.0,61.0,97.0,29.98,4.0,NE,13.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514739,Source2,1,2022-09-06 15:36:20,2022-09-06 16:03:17,36.848774,-119.943314,,,0.0,Crash on CA-99 Northbound at Avenue 7.,CA-99,Madera,Madera,CA,93637,US,US/Pacific,KMAE,2022-09-06 15:53:00,114.0,114.0,13.0,29.46,10.0,N,3.0,0.0,Mostly Cloud,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514740,Source2,1,2022-09-06 16:12:50,2022-09-06 17:12:15,40.20005,-110.910088,,,0.0,Crash on US-40 Eastbound at Current Creek Rd.,Current Creek Rd,Heber City,Wasatch,UT,84032,US,US/Mountain,K36U,,,,,,,,,,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514741,Source2,3,2022-09-06 16:53:12,2022-09-06 17:22:31,40.664818,-111.901512,,,0.0,Left lane blocked due to crash on I-15 Southbound at Exit 301 UT-266 4500.,I-15,Salt Lake City,Salt Lake,UT,84123,US,US/Mountain,KU42,2022-09-06 16:54:00,104.0,104.0,11.0,25.79,10.0,W,10.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514742,Source2,2,2022-09-06 16:21:43,2022-09-06 17:21:03,40.72861500000001,-111.546768,,,0.0,Crash on I-80 Eastbound at Exit 145 UT-224.,I-80,Park City,Summit,UT,84098,US,US/Mountain,K36U,,,,,,,,,,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514743,Source3,1,2022-09-06 19:06:33,2022-09-06 19:36:16,42.971306,-85.71710999999998,,,0.0,Crash on M-45 Lake Michigan Dr at Covell Ave.,Covell Ave NW,Grand Rapids,Kent,MI,49504,US,US/Eastern,KGRR,2022-09-06 18:53:00,73.0,73.0,68.0,29.14,10.0,NE,6.0,0.0,Mostly Cloud,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-514744,Source2,3,2022-09-06 18:36:45,2022-09-06 19:20:34,29.599276,-95.196869,,,0.0,Right and center lane blocked due to crash on I-45 Northbound before Scarsdale Blvd.,Scarsdale Blvd,Houston,Harris,TX,77034,US,US/Central,KHOU,2022-09-06 18:53:00,86.0,86.0,57.0,29.96,10.0,S,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514745,Source2,2,2022-09-06 17:50:40,2022-09-06 18:35:13,29.661097,-95.737854,,,0.0,Right lane blocked due to crash on TX-99 Grand Pkwy Southbound at Mason Rd.,TX-99,Richmond,Fort Bend,TX,77407,US,US/Central,KSGR,2022-09-06 17:53:00,87.0,87.0,59.0,29.91,10.0,S,8.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514746,Source2,3,2022-09-06 18:24:52,2022-09-06 19:09:28,29.730221000000004,-95.453354,,,0.0,Right lane blocked due to crash on I-69 Southbound at Newcastle Dr.,Southwest Fwy,Houston,Harris,TX,77027,US,US/Central,KMCJ,2022-09-06 18:53:00,86.0,86.0,57.0,29.96,10.0,S,12.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
